duns,domain,gt_domain,business_name,address_1,address_2,city_name,state_name,postal_code,country_name,line_of_business,better_domain,perfect_match,probably_match,not_match,alternative_domain,comment,time
606072130,www.clevelandcliffs.com,clevelandcliffs.com,Cleveland-Cliffs Steel Corporation,200 Public Sq Ste 3300,,Cleveland,Ohio,44114,USA,Blast furnace-steel works,,,,,,,
868159013,ecolab.com,championx.com,"Nalco Energy Services, L.P.",7705 Highway 90A,,Sugar Land,Texas,77478,USA,Whol chemicals/products,,,,,,,
147255405,www.necam.com,necam.com,Nec Corporation of America,5205 N O Connor Blvd Ste 400,,IRVING,Texas,75039,USA,Whol computers/peripherals,,,,,,,
170009265,www.boisecascade.com,bc.com,Boise Cascade Company,1111 W Jefferson St Ste 300,,BOISE,Idaho,83702,USA,Sawmill/planing mill,,,,,,,
42939447,sewanee.edu,new.sewanee.edu,The University of The South,735 University Ave,,Sewanee,Tennessee,37383,USA,College/university,,,,,,,
6082531,briggsandstratton.com,briggsandstratton.cn,Briggs & Stratton Corporation,12301 W Wirth St,,Wauwatosa,Wisconsin,53222,USA,Mfg internal combustion engines,,,,,,,
6073183,manitowoc.com,manitowoc.org,The Manitowoc Company Inc,11270 W Park Pl Ste 1000,,MILWAUKEE,Wisconsin,53224,USA,Mfg industrial trucks/tractors,,,,,,,
77325645,echn.org,pmh.com,"Legacy Mmh, Inc.",71 Haynes St,,Manchester,Connecticut,6040,USA,General hospital,,,,,,,
20665972,williams.edu,president.williams.edu,President & Trustees of Williams College,880 Main St FL 1,,WILLIAMSTOWN,Massachusetts,1267,USA,College/university,,,,,,,
85500742,risingground.org,leakeandwatts.org,"Rising Ground, Inc.",151 Lawrence St,,Brooklyn,New York,11201,USA,Individual/family services,,,,,,,
73132045,cmsdnet.net,mc2stemhighschool.org,Cleveland Municipal School District Transformation Alliance,1111 Superior Ave E Ste 1800,,CLEVELAND,Ohio,44114,USA,Elementary/secondary school,,,,,,,
20234105,mitchell1.com,snapon.com,"Mitchell Repair Information Company, LLC",16067 Babcock St,,San Diego,California,92127,USA,Misc publishing,,,,,,,
12912080,www.universalmusic.com,universalmusic.com,"Universal Music Group Distribution, Corp.",2220 Colorado Ave,,Santa Monica,California,90404,USA,Misc publishing,,,,,,,
65676177,supremelending.com,everett-financial.com,"Everett Financial, Inc.",14801 Quorum Dr Ste 300,,Dallas,Texas,75254,USA,Mortgage banker/correspondent,,,,,,,
806258500,care.com,uk.care.com,"Care.com, Inc.",1501 S Mopac Expy Ste 340,,AUSTIN,Texas,78746,USA,Individual/family services,,,,,,,
136563769,wmgllc.com,teamwass.com,"Wasserman Media Group, LLC",10900 Wilshire Blvd Ste 1200,,Los Angeles,California,90024,USA,Management consulting services,,,,,,,
94351533,foxroach.com,foxandroachcharities.com,Fox & Roach LP,431 W Lancaster Ave,,Devon,Pennsylvania,19333,USA,Real estate agent/manager,,,,,,,
185118684,us.louisvuitton.com,lvmh.com,"Louis Vuitton North America, Inc.",1 E 57TH St,,New York,New York,10022,USA,Ret luggage/leather goods,,,,,,,
808193960,www.zayo.com,zayo.com,"Zayo Group, LLC",1401 Wynkoop St Ste 500,,DENVER,Colorado,80202,USA,Mfg telephone/telegraph apparatus,,,,,,,
68018175,good-samaritan-hospital.org,chsli.org,Good Samaritan Hospital Medical Center,1000 Montauk Hwy,,West Islip,New York,11795,USA,General hospital,,,,,,,
8159220,www.bcsdschools.net,bcsdschools.net,Berkeley County School District,107 E Main St,,Moncks Corner,South Carolina,29461,USA,Elementary/secondary school,,,,,,,
117502104,www.kellygracebrands.com,kellygracebrands.com,Kelly Grace Corp.,49 W 37TH St FL 10,,NEW YORK,New York,10018,USA,Mfg women's/misses' dresses,,,,,,,
556224459,tdstelecom.com,tdsinc.com,TDS Telecommunications Corporation,525 Junction Rd Ste 1000,,MADISON,Wisconsin,53717,USA,Telephone communications,,,,,,,
606710171,bellevue.ch,blackstone.com,Blackstone Alternative Credit Advisors LP,345 Park Ave Ste 1100,,NEW YORK,New York,10154,USA,Security broker/dealer,,,,,,,
21776745,bamco.com,eatlowcarbon.org,Bon Appetit Management Co.,201 Redwood Shores Pkwy Ste 100,,Redwood City,California,94065,USA,Management services,,,,,,,
7280437,umb.edu,massachusetts.edu,University of Massachusetts,100 William T Morrissey Blvd,,Dorchester,Massachusetts,2125,USA,College/university,,,,,,,
24618852,hunterhyundai.com,hunterautogroup.com,Hunter Corporation,2520 Asheville Hwy,,Hendersonville,North Carolina,28791,USA,Ret new/used automobiles,,,,,,,
98405459,tridenttech.edu,ed.sc.gov,South Carolina Department of Education,7000 Rivers Ave,,North Charleston,South Carolina,29406,USA,College/university,,,,,,,
964528900,lehman.cuny.edu,lehman.edu,Lehman College of The City University of New York,250 Bedford Park Blvd W,,Bronx,New York,10468,USA,College/university,,,,,,,
118717529,proquest.com,about.proquest.com,Proquest LLC,789 E Eisenhower Pkwy,,Ann Arbor,Michigan,48108,USA,Information retrieval services,,,,,,,
797613275,www.waynefarms.com,waynefarms.com,Wayne Farms LLC,4110 Continental Dr,,OAKWOOD,Georgia,30566,USA,Poultry processing,,,,,,,
162337872,cgi.com,cgifederal.com,Cgi Federal Inc.,12601 Fair Lakes Cir,,FAIRFAX,Virginia,22033,USA,Computer related services,,,,,,,
48134238,otterbox.com,otterproducts.com,"Otter Products, LLC",209 S Meldrum St,,FORT COLLINS,Colorado,80521,USA,Whol electronic parts/equipment,,,,,,,
39509609,parkerperformingarts.org,dcsdk12.org,Douglas County School District,620 Wilcox St,,CASTLE ROCK,Colorado,80104,USA,Elementary/secondary school,,,,,,,
809993520,bwaycorp.com,mauserpackaging.com,Bway Corporation,1515 W 22ND St Ste 1100,,OAK BROOK,Illinois,60523,USA,Mfg metal cans,,,,,,,
10197556,skagitvalleyhospital.org,skagitregionalhealth.org,Public Hospital District 1 Skagit County,1415 E Kincaid St,,MOUNT VERNON,Washington,98274,USA,General hospital,,,,,,,
798497756,spectrumhealthlakeland.org,spectrumhealth.org,Lakeland Regional Health System,1234 Napier Ave,,Saint Joseph,Michigan,49085,USA,Management services,,,,,,,
149783243,seattletimes.com,company.seattletimes.com,Seattle Times Company,1000 Denny Way Ste 501,,SEATTLE,Washington,98109,USA,Newspapers-publishing/printing,,,,,,,
73786998,www.washoecounty.gov,washoecounty.gov,"Washoe County, NV",1001 E 9TH St,,RENO,Nevada,89512,USA,Public finance/taxation/monetary policy,,,,,,,
48341556,www.jostens.com,jostens.com,"Jostens, Inc.",7760 France Ave S Ste 400,,MINNEAPOLIS,Minnesota,55435,USA,Mfg precious metal jewelry,,,,,,,
623973968,stagwellglobal.com,stagwellgroup.com,A + N Real Estate & Business Management Corporation,1 World Trade Ctr,,New York,New York,10007,USA,Management consulting services,,,,,,,
103497871,unmhealth.org,unm.edu,University of New Mexico,2211 Lomas Blvd NE,,Albuquerque,New Mexico,87106,USA,General hospital,,,,,,,
80115750,www.gcpat.com,gcpat.com,Gcp Applied Technologies Inc.,2325 Lakeview Pkwy Ste 400,,Alpharetta,Georgia,30009,USA,Mfg industrial inorganic chemicals,,,,,,,
23564383,ge.com,geenergyconsulting.com,General Electric Company,1 River Rd Bldg 37-220D,,Schenectady,New York,12345,USA,Engineering services,,,,,,,
963453647,fmrclinic.com,monument.health,"Monument Health Rapid City Hospital, Inc.",353 Fairmont Blvd,,Rapid City,South Dakota,57701,USA,General hospital,,,,,,,
557049475,www.refresco-na.com,refresco-na.com,Refresco Beverages US Inc.,8112 Woodland Center Blvd,,Tampa,Florida,33614,USA,Mfg bottled/canned soft drinks,,,,,,,
45663903,wphphysicianassociates.org,wphospital.org,White Plains Hospital Medical Center,41 E Post Rd,,White Plains,New York,10601,USA,General hospital,,,,,,,
780706300,aerohive.com,extremenetworks.com,"Aerohive Networks, Inc.",1011 McCarthy Blvd,,MILPITAS,California,95035,USA,Computer systems design,,,,,,,
42230623,valeant.com,bauschhealth.com,"Bausch Health Americas, Inc.",400 Somerset Corporate Blvd,,BRIDGEWATER,New Jersey,8807,USA,Mfg pharmaceutical preparations,,,,,,,
939241584,suburbanpropane.com,investor.suburbanpropane.com,"Suburban Propane Partners, L.P.",240 State Route 10,,WHIPPANY,New Jersey,7981,USA,Ret liquefied petroleum gas,,,,,,,
6900526,southernresearch.org,southernresearch.com,Southern Research Institute,2000 9TH Ave S,,Birmingham,Alabama,35205,USA,Noncommercial research organization,,,,,,,
6965842,investors.evergy.com,evergy.com,"Evergy Metro, Inc.",1200 Main St,,KANSAS CITY,Missouri,64105,USA,Electric services,,,,,,,
80368739,www.wowway.com,wowway.com,"Wideopenwest, Inc.",7887 E Belleview Ave Ste 1000,,ENGLEWOOD,Colorado,80111,USA,Cable/pay television service,,,,,,,
148345382,www.mapei.com,mapei.com,Mapei Corporation,1144 E Newport Center Dr,,Deerfield Beach,Florida,33442,USA,Mfg adhesives/sealants,,,,,,,
59177100,continental.com,continental-automotive.com,"Continental Automotive Systems, Inc.",1 Continental Dr,,AUBURN HILLS,Michigan,48326,USA,Mfg motor vehicle parts/accessories,,,,,,,
117418092,west.com,intrado.com,West Corporation,11808 Miracle Hills Dr,,Omaha,Nebraska,68154,USA,Telephone communications,,,,,,,
45953718,gdbiw.com,biw.com,Bath Iron Works Corporation,700 Washington St,,BATH,Maine,4530,USA,Shipbuilding/repairing,,,,,,,
5378013,www.gpj.com,gpj.com,George P. Johnson Company,1914 Taylor Point Rd,,Auburn Hills,Michigan,48326,USA,Business services,,,,,,,
6904684,knotts.com,marketplace.knotts.com,Berry Knott's Farm LLC,8039 Beach Blvd,,BUENA PARK,California,90620,USA,Amusement park,,,,,,,
1050152,www.millipore.com,emdmillipore.com,EMD Millipore Corporation,400 Summit Dr,,BURLINGTON,Massachusetts,1803,USA,Commercial physical research,,,,,,,
95098778,athome.com,emdmillipore.com,At Home Stores LLC,9000 Cypress Waters Blvd,,COPPELL,Texas,75019,USA,Ret misc homefurnishings,,,,,,,
74578949,mercyhealthsystem.org,mercy.com,Bea Javon Hospital,2400 N Rockton Ave,,ROCKFORD,Illinois,61103,USA,General hospital,,,,,,,
785307260,www.sertasimmonsbedding.com,cowen.com,Cowen Execution Holdco LLC,599 Lexington Ave FL 20,,New York,New York,10022,USA,Security broker/dealer,,,,,,,
148096824,tn.gov,socacrosstn.org,State of Tennessee,315 Deaderick St Ste 1550,,Nashville,Tennessee,37238,USA,General government,,,,,,,
964461482,scvmc.scvh.org,scvmc.org,Santa Clara Valley Medical Center,751 S Bascom Ave,,San Jose,California,95128,USA,General hospital,,,,,,,
791204857,www.arista.com,arista.com,"Arista Networks, Inc.",5453 Great America Pkwy,,SANTA CLARA,California,95054,USA,Mfg computer peripheral equipment,,,,,,,
80298213,www.uipath.com,uipath.com,"Uipath, Inc.",1 Vanderbilt Ave FL 60,,NEW YORK,New York,10017,USA,Prepackaged software services,,,,,,,
6910954,bdingredients.com,bluediamond.com,Diamond Blue Growers,1802 C St,,Sacramento,California,95811,USA,Mfg food preparations,,,,,,,
959345448,marshblood.com,balladhealth.org,Wellmont Health System,1905 American Way,,KINGSPORT,Tennessee,37660,USA,General hospital,,,,,,,
19772119,ruckusnetworks.com,commscope.com,"Ruckus Wireless, Inc.",3871 Lakefield Dr,,Suwanee,Georgia,30024,USA,Mfg radio/tv communication equipment,,,,,,,
809789709,hardrock.com,hardrockhotels.com,"Hard Rock International (usa), Inc.",5701 Stirling Rd,,DAVIE,Florida,33314,USA,Eating place,,,,,,,
70037446,garagedoorrepairsandyspringsga.com,sandyspringsgaragedoors.com,Sandy Springs Garage Door Repair,5 Concourse Pkwy,,Atlanta,Georgia,30328,USA,Repair services,,,,,,,
16276972,www.nextroll.com,nextroll.com,"Nextroll, Inc.",201 California St Ste 500,,SAN FRANCISCO,California,94111,USA,Prepackaged software services,,,,,,,
61661641,juiceplus.com,juiceplusvirtualfranchise.com,The Juice Plus Company LLC,140 Crescent Dr,,Collierville,Tennessee,38017,USA,Whol groceries,,,,,,,
148590383,myfoxorlando.com,foxla.com,"Fox Television Stations, Inc.",1999 S Bundy Dr,,Los Angeles,California,90025,USA,Television station,,,,,,,
969085518,www.impossiblefoods.com,impossiblefoods.com,Impossible Foods Inc.,400 Saginaw Dr,,Redwood City,California,94063,USA,Mfg food preparations,,,,,,,
927166082,opentext.com,businessnetwork.opentext.com,"Gxs, Inc.",9711 Washingtonian Blvd FL 7,,GAITHERSBURG,Maryland,20878,USA,Data processing/preparation,,,,,,,
46188165,hunterdouglas.ca,hunterdouglas.com,Hunter Douglas Inc.,1 Blue Hill Plz Ste 1569,,PEARL RIVER,New York,10965,USA,Mfg drapery hardware/blinds,,,,,,,
53502001,sugarlandtx.gov,sugarlandecodev.com,City of Sugar Land,2700 Town Center Blvd N,,SUGAR LAND,Texas,77479,USA,Executive office,,,,,,,
95484572,www.savealot.com,savealot.com,"Moran Foods, LLC",400 Northwest Plaza Dr,,Saint Ann,Missouri,63074,USA,Whol general groceries,,,,,,,
878115161,csgi.com,ir.csgi.com,"Csg Systems International, Inc.",169 Inverness Dr W Ste 300,,ENGLEWOOD,Colorado,80112,USA,Data processing/preparation,,,,,,,
5357835,spglobal.com,ihsmarkit.com,R. L. Polk & Co.,26533 Evergreen Rd Ste 1100,,Southfield,Michigan,48076,USA,Management consulting services,,,,,,,
962603507,globalbrokerage.info,ir.globalbrokerage.info,"Global Brokerage, Inc.",55 Water St FL 50,,New York,New York,10041,USA,Security broker/dealer,,,,,,,
72998032,mountainstar.com,hcahealthcare.com,Northern Utah Healthcare Corporation,1200 E 3900 S,,SALT LAKE CITY,Utah,84124,USA,General hospital,,,,,,,
61529418,bestcare.org,methodisthospitalfoundation.org,Nebraska Methodist Hospital Inc,8303 Dodge St,,Omaha,Nebraska,68114,USA,General hospital,,,,,,,
73883712,totaldirectbank.com,citynational.com,City National Bank of Florida,2855 S Le Jeune Rd 4TH FL,,Miami,Florida,33134,USA,National commercial bank,,,,,,,
69819431,normaamericasds.com,normagroup.com,"Norma Michigan, Inc.",2430 E Walton Blvd,,Auburn Hills,Michigan,48326,USA,Mfg fabricated pipe/fittings,,,,,,,
884712345,www.toms.com,toms.com,"Toms Shoes, LLC",5800 Uplander Way Ste 100,,Culver City,California,90230,USA,Ret shoes,,,,,,,
969042311,hospital.cvm.ncsu.edu,cvm.ncsu.edu,NC State Veterinary Hospital,1052 William Moore Dr,,Raleigh,North Carolina,27607,USA,Veterinary services,,,,,,,
28858306,orix.com,orix.co.jp,ORIX USA CORPORATION,2001 Ross Ave Ste 1900,,DALLAS,Texas,75201,USA,Investment advisory service,,,,,,,
838105435,nolaassessor.com,qpublic.net,Parish of Orleans,New Orleans City Hall Rm 4E01 1300 Perdido St,,New Orleans,Louisiana,70112,USA,Public finance/taxation/monetary policy,,,,,,,
53217022,andersonbrecon.com,pci.com,Andersonbrecon Inc.,4545 Assembly Dr,,Rockford,Illinois,61109,USA,Business services,,,,,,,
805583080,www.wernerco.com,wernerco.com,Werner Co.,555 W Pierce Rd Ste 300,,ITASCA,Illinois,60143,USA,Mfg misc fabricated metal products,,,,,,,
1315266,www.smpcorp.com,smpcorp.com,"Standard Motor Products, Inc.",3718 Northern Blvd,,LONG ISLAND CITY,New York,11101,USA,Mfg motor vehicle parts/accessories,,,,,,,
93342111,www.usradiology.com,usradiology.com,"US Radiology Specialists, Inc.",4200 Six Forks Rd Ste 1000,,RALEIGH,North Carolina,27609,USA,Medical doctor's office,,,,,,,
614536290,www.colliers.com,colliers.com,"Colliers International Property Consultants, Inc.",601 Union St Ste 5300,,SEATTLE,Washington,98101,USA,Real estate agent/manager,,,,,,,
46713244,www.entrust.com,entrust.com,Entrust Corporation,1187 Park Pl,,Shakopee,Minnesota,55379,USA,Prepackaged software services,,,,,,,
58658418,www.beyondmeat.com,beyondmeat.com,"Beyond Meat, Inc.",888 N Douglas St Ste 100,,EL SEGUNDO,California,90245,USA,Mfg frozen specialties,,,,,,,
45666548,www.warbyparker.com,warbyparker.com,Parker Warby Inc,233 Spring St FL 6E,,NEW YORK,New York,10013,USA,Mfg ophthalmic goods,,,,,,,
161428230,usap.com,evhc.net,"Pinnacle Anesthesia Consultants, Pllc",12222 Merit Dr,,Dallas,Texas,75251,USA,Medical doctor's office,,,,,,,
68214485,abcnews.go.com,abc.com,"ABC News, Inc.",77 W 66TH St Rm 100,,NEW YORK,New York,10023,USA,Television station,,,,,,,
66076837,kaplanprepandachieve.com,kaplan.com,"Kaplan, Inc.",750 3RD Ave FL 8,,New York,New York,10017,USA,School/educational services,,,,,,,
7222078,www.clarionevents.com,clarionevents.com,"Clarion Events, Inc.",110 S Hartford Ave Ste 200,,Tulsa,Oklahoma,74120,USA,Periodicals-publishing/printing,,,,,,,
75620179,www.memorial.health,memorial.health,Memorial Behavioral Health Center In Springfield,701 N 1ST St,,Springfield,Illinois,62781,USA,General hospital,,,,,,,
4044830,abingdonpress.com,umph.org,The United Methodist Publishing House,2222 Rosa L Parks Blvd,,Nashville,Tennessee,37228,USA,Books-publishing/printing,,,,,,,
10521297,www.auctane.com,auctane.com,Stamps.com Inc.,1990 E Grand Ave,,EL SEGUNDO,California,90245,USA,Direct mail advertising services,,,,,,,
47107032,raymondjames.com,raymondjamesohio.com,Raymond James & Associates Inc,880 Carillon Pkwy,,SAINT PETERSBURG,Florida,33716,USA,Security broker/dealer,,,,,,,
621981000,hearingdoctorsofnj.com,jerseymortgage.com,"Jersey Mortgage Company of New Jersey, Inc.",511 South Ave E,,Cranford,New Jersey,7016,USA,Mortgage banker/correspondent,,,,,,,
15624091,goodsamhosp.org,westchestermedicalcenter.org,"Good Samaritan Hospital of Suffern, N.Y.",255 Lafayette Ave,,Suffern,New York,10901,USA,General hospital,,,,,,,
1009828,www.cumberlandfarms.com,cumberlandfarms.com,"Cumberland Farms, Inc.",165 Flanders Rd,,WESTBOROUGH,Massachusetts,1581,USA,Ret groceries,,,,,,,
6222343,comozooconservatory.org,stpaul.gov,City of Saint Paul,15 Kellogg Blvd W Ste 390,,Saint Paul,Minnesota,55102,USA,Executive office,,,,,,,
12982015,greenmountainenergy.com,nrg.com,"NRG Energy, Inc.",910 Louisiana St Ste B200,,Houston,Texas,77002,USA,Electric services,,,,,,,
39333067,www.accobrands.com,accobrands.com,Acco Brands Corporation,4 Corporate Dr,,LAKE ZURICH,Illinois,60047,USA,Mfg blankbooks/binders,,,,,,,
34332358,arrowheadmedcenter.org,arrowheadregional.org,Arrowhead Regional Medical Center,400 N Pepper Ave,,COLTON,California,92324,USA,General hospital,,,,,,,
86188401,gevernova.com,ge.com,General Electric Company,1 Research Cir,,Niskayuna,New York,12309,USA,Testing laboratory,,,,,,,
10869790,crittenton.com,healthcare.ascension.org,Ascension Providence Rochester Hospital,1101 W University Dr,,Rochester,Michigan,48307,USA,General hospital,,,,,,,
1785542,brown.edu,it.brown.edu,Brown University,1 Prospect St,,PROVIDENCE,Rhode Island,2912,USA,College/university,,,,,,,
47130860,www.udemy.com,udemy.com,"Udemy, Inc.",600 Harrison St FL 3,,SAN FRANCISCO,California,94107,USA,School/educational services,,,,,,,
603948394,www.sherwin-williams.com,sherwin-williams.com,The Sherwin-Williams Company,1101 S 3RD St,,Minneapolis,Minnesota,55415,USA,Ret paint/glass/wallpaper,,,,,,,
79131952,stvt.edu,ancoraeducation.com,Stvt-Aai Education Inc.,2241 S Watson Rd,,Arlington,Texas,76010,USA,Vocational school,,,,,,,
3071875,www.fmc.com,fmc.com,FMC Corporation,1735 Market St FL 18,,Philadelphia,Pennsylvania,19103,USA,Whol farm supplies,,,,,,,
94768702,lopezfoods.com,lopezdorada.com,"Lopez Foods, Inc.",3817 NW Expressway Ste 900,,OKLAHOMA CITY,Oklahoma,73112,USA,Mfg prepared meats,,,,,,,
24286762,culligan.com,culliganok.com,Culligan International Company,9399 W Higgins Rd Ste 1100,,ROSEMONT,Illinois,60018,USA,Mfg service industry machinery,,,,,,,
156507329,firstmerchants.com,ir.firstmerchants.com,First Merchants Corporation,200 E Jackson St,,MUNCIE,Indiana,47305,USA,State commercial bank,,,,,,,
808097013,www.drw.com,drw.com,"Drw Holdings, LLC",540 W Madison St Ste 2500,,Chicago,Illinois,60661,USA,Commodity contract broker,,,,,,,
113652791,www.opuscmc.com,wipro.com,"Wipro, LLC",300 Tri State Intl Ste 320,,LINCOLNSHIRE,Illinois,60069,USA,Custom computer programming,,,,,,,
37407558,southwestgeneralhospital.org,texasvistamedicalcenter.org,"S. C. San Antonio, Inc.",7400 Barlite Blvd,,SAN ANTONIO,Texas,78224,USA,General hospital,,,,,,,
7923808,aig.com,aigdirect.com,Western National Life Insurance Company,2929 Allen Pkwy Ste 3800,,Houston,Texas,77019,USA,Life insurance carrier,,,,,,,
361284545,foxwoods.com,foxwoodsmeetingsandevents.com,Mashantucket Pequot Gaming Enterprise Inc,350 Trolley Line Blvd,,Mashantucket,Connecticut,6338,USA,Hotel/motel operation,,,,,,,
67787366,www.massconvention.com,massconvention.com,Massachusetts Convention Center Authority,415 Summer St,,BOSTON,Massachusetts,2210,USA,Executive office,,,,,,,
968849708,uark.edu,uasys.edu,University of Arkansas System,471 N Garland Ave,,Fayetteville,Arkansas,72701,USA,College/university,,,,,,,
106267958,tig.com,pcspec.net,"PC Specialists, Inc.",11860 Community Rd Ste 160,,Poway,California,92064,USA,Whol computers/peripherals,,,,,,,
622581908,ibm.com,taos.com,"Taos Mountain, LLC",1307 S Eagle Flight Way,,Boise,Idaho,83709,USA,Computer related services,,,,,,,
605470475,meritenergy.com,services.meritenergy.com,"Merit Energy Company, LLC",13737 Noel Rd Ste 1200,,Dallas,Texas,75240,USA,Crude petroleum/natural gas production,,,,,,,
78476518,www.franchisegrp.com,franchisegrp.com,"Franchise Group, Inc.",109 Innovation Ct Ste J,,DELAWARE,Ohio,43015,USA,Patent owner/lessor,,,,,,,
113291710,mmcrealestate.com,marcusmillichap.com,The Marcus & Millichap Company,777 California Ave,,Palo Alto,California,94304,USA,Real estate agent/manager,,,,,,,
69752475,lutheranhospital.com,lutheranhealth.net,"Iom Health System, L.P.",7950 W Jefferson Blvd,,Fort Wayne,Indiana,46804,USA,General hospital,,,,,,,
20020533,santarosa.edu,it.santarosa.edu,Sonoma County Junior College District,1501 Mendocino Ave,,SANTA ROSA,California,95401,USA,Junior college,,,,,,,
57307704,dwt.com,dwtholiday.com,Davis Wright Tremaine LLP,920 5TH Ave Ste 3300,,Seattle,Washington,98104,USA,Legal services office,,,,,,,
77122315,ccis.edu,gocolumbia.edu,Columbia College,1001 Rogers St,,COLUMBIA,Missouri,65216,USA,College/university,,,,,,,
933652414,www.exemplis.com,exemplis.com,Exemplis LLC,6415 Katella Ave,,Cypress,California,90630,USA,Mfg office furniture-nonwood,,,,,,,
62774674,lynden.com,lmobile.lynden.com,Lynden Incorporated,1800 International Blvd Ste 800,,SEATTLE,Washington,98188,USA,Trucking operator-nonlocal,,,,,,,
621297563,homebyames.com,griffon.com,The Ames Companies Inc,13485 Veterans Way Ste 200,,Orlando,Florida,32827,USA,Mfg hand/edge tools,,,,,,,
73970238,cheshire-med.com,cheshiremed.org,Cheshire Medical Center,580 Court St,,Keene,New Hampshire,3431,USA,General hospital,,,,,,,
188393854,rolls-roycemotorcars.com,rolls-royce.com,Rolls-Royce North America (usa) Holdings Co.,1900 Reston Metro Plz Ste 400,,RESTON,Virginia,20190,USA,Ret new/used automobiles,,,,,,,
31036221,www.goagilix.com,frenchgerleman.com,"Agilix Solutions, LLC",2023 Westport Center Dr,,SAINT LOUIS,Missouri,63146,USA,Whol electrical equipment,,,,,,,
134723316,www.caglobal.com,caglobal.com,"C&A Marketing, Inc.",114 Tived Ln E,,EDISON,New Jersey,8837,USA,Whol electronic parts/equipment,,,,,,,
52503799,vcaantech.com,vcahospitals.com,"Vicar Operating, Inc.",12401 W Olympic Blvd,,Los Angeles,California,90064,USA,Veterinary services,,,,,,,
622920320,novonordisk-clayton.com,novonordisk-us.com,"Novo Nordisk Pharmaceutical Industries, LP",3612 Powhatan Rd,,CLAYTON,North Carolina,27527,USA,Mfg pharmaceutical preparations,,,,,,,
2633592,careers.pch.com,info.pch.com,Publishers Clearing House LLC,300 Jericho Quadrangle Dept 300,,JERICHO,New York,11753,USA,Advertising agency,,,,,,,
81840873,www.djoglobal.com,djoglobal.com,"Djo, LLC",2900 Lake Vista Dr Ste 200,,LEWISVILLE,Texas,75067,USA,Mfg surgical appliances/supplies,,,,,,,
10712847,new.siemens.com,siemens.com,Siemens Industry Software Inc.,5800 Granite Pkwy Ste 600,,Plano,Texas,75024,USA,Prepackaged software services,,,,,,,
66530411,minneapolisparks.org,minneapolismn.gov,City of Minneapolis,350 S 5TH St,,Minneapolis,Minnesota,55415,USA,Executive office,,,,,,,
840652580,www.clarios.com,clarios.com,"CLARIOS, LLC",5757 N Green Bay Ave,,GLENDALE,Wisconsin,53209,USA,Mfg storage batteries,,,,,,,
79429992,godaddy.com,investors.godaddy.net,Godaddy Inc.,100 S Mill Ave Unit 1600,,TEMPE,Arizona,85281,USA,Computer systems design,,,,,,,
79464053,ebaptisthealthcare.org,healthcare.ascension.org,"Sacred Heart Health System, Inc.",5151 N 9TH Ave,,PENSACOLA,Florida,32504,USA,Hospital/medical service plan,,,,,,,
73827701,mysignaturecare.org,signature-healthcare.org,Signature Healthcare Corporation,680 Centre St,,BROCKTON,Massachusetts,2302,USA,General hospital,,,,,,,
36947542,senecadata.com,arrow.com,"Arrow Electronics, Inc.",100 Baylis Rd Ste 150,,Melville,New York,11747,USA,Whol electronic parts/equipment,,,,,,,
50150481,www.challenge-mfg.com,challenge-mfg.com,"Challenge Mfg. Company, LLC",3200 Fruit Ridge Ave NW,,WALKER,Michigan,49534,USA,Mfg automotive stampings,,,,,,,
3036709,yale.edu,medicine.yale.edu,Yale University,333 Cedar St,,New Haven,Connecticut,6510,USA,College/university,,,,,,,
79579685,www.boeingdistribution.com,boeingdistribution.com,"Boeing Distribution Services, Inc.",3760 W 108TH St Unit 1,,MIAMI,Florida,33018,USA,Whol transportation equipment,,,,,,,
8964736,dgisupply.com,doallsaws.com,Doall Company,100 Lakeview Pkwy,,VERNON HILLS,Illinois,60061,USA,Whol industrial supplies,,,,,,,
179723408,cbpg.com,clyde-industries.com,Clyde Industries Inc,4015 Presidential Pkwy,,ATLANTA,Georgia,30340,USA,Mfg industrial machinery,,,,,,,
71720601,capecodhospitalauxiliary.org,capecodhealth.org,Cape Cod Hospital,27 Park St,,HYANNIS,Massachusetts,2601,USA,General hospital,,,,,,,
15819501,virginia.gov,scc.virginia.gov,"State Corporation Commission, Virginia",1300 E Main St,,Richmond,Virginia,23219,USA,Executive office,,,,,,,
75534412,camdenlunchbox.com,camdencounty.com,County of Camden,520 Market St FL 11,,CAMDEN,New Jersey,8102,USA,General government,,,,,,,
128936346,www.sonos.com,sonos.com,"Sonos, Inc.",301 Coromar Dr,,SANTA BARBARA,California,93117,USA,Mfg home audio/video equipment,,,,,,,
55966303,clark.edu,clarkcollegefoundation.org,"Clark College Foundation Holdings, LLC",1933 Fort Vancouver Way,,VANCOUVER,Washington,98663,USA,College/university,,,,,,,
7240088,www.thecharlesmachineworks.com,myditchwitchdrilledit.com,The Charles Machine Works Inc,1959 W Fir St,,PERRY,Oklahoma,73077,USA,Mfg construction machinery,,,,,,,
48465686,advancepierre.com,tysonfoods.com,"Advancepierre Foods, Inc.",9990 Princeton Glendale Rd,,West Chester,Ohio,45246,USA,Mfg prepared meats,,,,,,,
2207041,rochestermidland.com,mobile.rochestermidland.com,Rochester Midland Corporation,155 Paragon Dr,,Rochester,New York,14624,USA,Mfg polish/sanitation goods,,,,,,,
21371349,iupui.edu,trustees.iu.edu,Trustees of Indiana University,420 University Blvd,,Indianapolis,Indiana,46202,USA,College/university,,,,,,,
